run,ar_order,ma_order,volatility_type,loss
10,2,1,inline,0.0031269583851099014
11,2,1,inline,0.0014549149200320244
12,2,1,inline,0.004469652194529772
13,2,1,inline,0.002628555055707693
14,2,1,inline,0.001299071591347456
15,2,1,inline,0.004620532970875502
16,2,1,inline,0.002074133837595582
17,2,1,inline,0.0013710248749703169
18,2,1,inline,0.002126042265444994
19,2,1,inline,0.004634005017578602
20,2,1,inline,0.008489256724715233
1,2,2,involatile,0.001898952410556376
2,2,2,involatile,0.00187805260065943
3,2,2,involatile,0.003384541254490614
4,2,2,involatile,0.004002013243734837
5,2,2,involatile,0.0023398601915687323
6,2,2,involatile,0.001720126369036734
7,2,2,involatile,0.002292882651090622
8,2,2,involatile,0.0021307310089468956
9,2,2,involatile,0.002014639088883996
10,2,2,involatile,0.008155564777553082
11,2,2,involatile,0.003970731515437365
12,2,2,involatile,0.0029418461490422487
13,2,2,involatile,0.00479769054800272
14,2,2,involatile,0.002045930828899145
15,2,2,involatile,0.0016984539106488228
16,2,2,involatile,0.001853033434599638
17,2,2,involatile,0.00765154417604208
18,2,2,involatile,0.0014008724829182029
19,2,2,involatile,0.002025411231443286
20,2,2,involatile,0.00485951779410243
1,2,2,volatile,0.0040824939496815205
2,2,2,volatile,0.011181901209056377
3,2,2,volatile,0.0077013662084937096
4,2,2,volatile,0.005348679609596729
5,2,2,volatile,0.03567091003060341
6,2,2,volatile,0.008681273087859154
7,2,2,volatile,0.006777951493859291
8,2,2,volatile,0.006452799774706364
9,2,2,volatile,0.007905177772045135
10,2,2,volatile,0.01301778294146061
11,2,2,volatile,0.024209748953580856
12,2,2,volatile,0.016354188323020935
13,2,2,volatile,0.019635509699583054
14,2,2,volatile,0.0323013961315155
15,2,2,volatile,0.008261352777481079
16,2,2,volatile,0.0056023322977125645
17,2,2,volatile,0.007694941945374012
18,2,2,volatile,0.018641430884599686
19,2,2,volatile,0.015482792630791664
20,2,2,volatile,0.003217183519154787
1,2,2,inline,0.0025390118826180696
2,2,2,inline,0.0020502835977822542
3,2,2,inline,0.0023208733182400465
4,2,2,inline,0.006090261973440647
5,2,2,inline,0.0013119792565703392
6,2,2,inline,0.00574025884270668
7,2,2,inline,0.002256192499771714
8,2,2,inline,0.0019002839690074325
9,2,2,inline,0.0015902065206319094
10,2,2,inline,0.0014700633473694324
11,2,2,inline,0.00303840939886868
12,2,2,inline,0.0026505393907427788
13,2,2,inline,0.0028369759675115347
14,2,2,inline,0.008815964683890343
15,2,2,inline,0.0029874134343117476
16,2,2,inline,0.003529422916471958
17,2,2,inline,0.001196250319480896
18,2,2,inline,0.0018590159015730023
19,2,2,inline,0.0052208988927304745
20,2,2,inline,0.0020447270944714546
1,2,3,involatile,0.0033253419678658247
2,2,3,involatile,0.002780432812869549
3,2,3,involatile,0.001477920333854854
4,2,3,involatile,0.0028697876259684563
5,2,3,involatile,0.006931096315383911
6,2,3,involatile,0.0019808460492640734
7,2,3,involatile,0.00688187126070261
8,2,3,involatile,0.0022685450967401266
9,2,3,involatile,0.002881507622078061
10,2,3,involatile,0.0009746936266310513
11,2,3,involatile,0.0016718152910470963
12,2,3,involatile,0.007587076630443335
13,2,3,involatile,0.004342298489063978
14,2,3,involatile,0.001618870417587459
15,2,3,involatile,0.0018124146154150367
16,2,3,involatile,0.0024220603518188
17,2,3,involatile,0.0018460055580362678
18,2,3,involatile,0.004426795523613691
19,2,3,involatile,0.0038606845773756504
20,2,3,involatile,0.0034058005549013615
1,2,3,volatile,0.008551675826311111
2,2,3,volatile,0.007740954402834177
3,2,3,volatile,0.025891469791531563
4,2,3,volatile,0.006759001407772303
5,2,3,volatile,0.009449632838368416
6,2,3,volatile,0.01771371252834797
7,2,3,volatile,0.009608423337340355
8,2,3,volatile,0.01571723073720932
9,2,3,volatile,0.01361555140465498
10,2,3,volatile,0.012370564974844456
11,2,3,volatile,0.007363841403275728
12,2,3,volatile,0.007160177920013666
13,2,3,volatile,0.008035318925976753
14,2,3,volatile,0.008041303604841232
15,2,3,volatile,0.014549381099641323
16,2,3,volatile,0.006557414308190346
17,2,3,volatile,0.0051591708324849606
18,2,3,volatile,0.01061626523733139
19,2,3,volatile,0.01595129631459713
20,2,3,volatile,0.0057449922896921635
1,3,3,volatile,0.008753267116844654
1,3,4,volatile,0.011646208353340626
1,4,3,volatile,0.0033373229671269655
1,4,4,volatile,0.00928103644400835
1,3,3,involatile,0.001948756631463766
1,3,4,involatile,0.0032328690867871046
1,4,3,involatile,0.003517378820106387
1,4,4,involatile,0.0037890849635004997
1,3,3,inline,0.002142708981409669
1,3,4,inline,0.005395212676376104
1,4,3,inline,0.0022262681741267443
1,4,4,inline,0.003216199344024062
1,3,1,volatile,0.009150270372629166
1,3,2,volatile,0.01601765677332878
1,4,1,volatile,0.01038549467921257
1,4,2,volatile,0.013264091685414314
1,3,1,involatile,0.002243773313239217
1,3,2,involatile,0.005071704741567373
1,4,1,involatile,0.008699494414031506
1,4,2,involatile,0.0015100650489330292
1,3,1,inline,0.002573674777522683
1,3,2,inline,0.0016004781937226653
1,4,1,inline,0.005507297348231077
1,4,2,inline,0.0019021545303985476
1,2,1,volatile,0.014646411873400211
1,2,2,volatile,0.012631934136152267
1,2,3,volatile,0.011666431091725826
1,2,4,volatile,0.013070913963019848
1,2,1,involatile,0.0029799744952470064
1,2,2,involatile,0.0017229351215064526
1,2,3,involatile,0.0023478080984205008
1,2,4,involatile,0.02245490811765194
1,2,1,inline,0.0020889961160719395
1,2,2,inline,0.003386577358469367
1,2,3,inline,0.0032414610031992197
1,2,4,inline,0.004746339749544859
1,2,3,inline,0.0014075342332944274
2,2,3,inline,0.004462925251573324
3,2,3,inline,0.005132459569722414
4,2,3,inline,0.0033847831655293703
5,2,3,inline,0.0011586417676880956
6,2,3,inline,0.006729988381266594
7,2,3,inline,0.004929750692099333
8,2,3,inline,0.0021596900187432766
9,2,3,inline,0.003377716988325119
10,2,3,inline,0.003099241992458701
11,2,3,inline,0.0025286239106208086
12,2,3,inline,0.005478214472532272
13,2,3,inline,0.0023666154593229294
14,2,3,inline,0.002043014857918024
15,2,3,inline,0.0012643630616366863
16,2,3,inline,0.004109746310859919
17,2,3,inline,0.0030825312715023756
18,2,3,inline,0.0024833190254867077
19,2,3,inline,0.002540332730859518
1,2,4,involatile,0.003321243915706873
2,2,4,involatile,0.0018043935997411609
3,2,4,involatile,0.005523578263819218
4,2,4,involatile,0.002222827635705471
5,2,4,involatile,0.0044771404936909676
6,2,4,involatile,0.00198075408115983
7,2,4,involatile,0.003984635695815086
8,2,4,involatile,0.0047906311228871346
9,2,4,involatile,0.002360779093578458
10,2,4,involatile,0.003136037616059184
11,2,4,involatile,0.0018001715652644634
12,2,4,involatile,0.0024444865994155407
13,2,4,involatile,0.0015660385834053159
14,2,4,involatile,0.0025531856808811426
15,2,4,involatile,0.0018922145245596766
16,2,4,involatile,0.0011002500541508198
17,2,4,involatile,0.003986856434494257
18,2,4,involatile,0.0027792337350547314
19,2,4,involatile,0.0032458254136145115
1,2,4,volatile,0.006426003761589527
2,2,4,volatile,0.007998294197022915
3,2,4,volatile,0.010982939973473549
4,2,4,volatile,0.010174868628382683
5,2,4,volatile,0.010385802946984768
6,2,4,volatile,0.00992164108902216
7,2,4,volatile,0.005589967593550682
8,2,4,volatile,0.014806251041591167
9,2,4,volatile,0.009294801391661167
10,2,4,volatile,0.008386144414544106
11,2,4,volatile,0.010622113943099976
12,2,4,volatile,0.008390773087739944
13,2,4,volatile,0.012400674633681774
14,2,4,volatile,0.0042625851929187775
15,2,4,volatile,0.00574271148070693
16,2,4,volatile,0.019867753610014915
17,2,4,volatile,0.004721859935671091
18,2,4,volatile,0.008815021254122257
19,2,4,volatile,0.0077318837866187096
1,2,4,inline,0.003993116319179535
2,2,4,inline,0.0023086112923920155
3,2,4,inline,0.0013442387571558356
4,2,4,inline,0.0020524749998003244
5,2,4,inline,0.0012445775792002678
6,2,4,inline,0.0024349046871066093
7,2,4,inline,0.0026750867255032063
8,2,4,inline,0.0014691657852381468
9,2,4,inline,0.0013869702816009521
10,2,4,inline,0.002042260719463229
11,2,4,inline,0.004576276522129774
12,2,4,inline,0.002706577768549323
13,2,4,inline,0.005092211067676544
14,2,4,inline,0.0028925705701112747
15,2,4,inline,0.002770249731838703
16,2,4,inline,0.00346865295432508
17,2,4,inline,0.004084992688149214
18,2,4,inline,0.0020533862989395857
19,2,4,inline,0.0016835934948176146
1,3,1,involatile,0.0025876828003674746
2,3,1,involatile,0.0033508518245071173
3,3,1,involatile,0.0016855100402608514
4,3,1,involatile,0.0029269300866872072
5,3,1,involatile,0.003728393465280533
6,3,1,involatile,0.0027249029371887445
7,3,1,involatile,0.008554957807064056
8,3,1,involatile,0.0019624580163508654
9,3,1,involatile,0.008039651438593864
10,3,1,involatile,0.0028192908503115177
11,3,1,involatile,0.0018530861707404256
12,3,1,involatile,0.0011148976627737284
13,3,1,involatile,0.003907561302185059
15,3,1,involatile,0.0018722423119470477
16,3,1,involatile,0.004636519122868776
17,3,1,involatile,0.0020186626352369785
18,3,1,involatile,0.007023158483207226
19,3,1,involatile,0.00354967569001019
1,3,1,volatile,0.00904255360364914
2,3,1,volatile,0.005542087368667126
3,3,1,volatile,0.009330988861620426
4,3,1,volatile,0.0046549090184271336
5,3,1,volatile,0.012283287942409515
6,3,1,volatile,0.004191920161247253
7,3,1,volatile,0.01537014078348875
8,3,1,volatile,0.007973210886120796
9,3,1,volatile,0.01707986555993557
10,3,1,volatile,0.014719507656991482
11,3,1,volatile,0.004571688361465931
12,3,1,volatile,0.009234507568180561
13,3,1,volatile,0.013311815448105335
14,3,1,volatile,0.012287423014640808
15,3,1,volatile,0.00434469198808074
16,3,1,volatile,0.005240451078861952
17,3,1,volatile,0.007733020931482315
18,3,1,volatile,0.008150298148393631
19,3,1,volatile,0.009848304092884064
1,3,1,inline,0.004217037931084633
2,3,1,inline,0.0030351884197443724
3,3,1,inline,0.002422001212835312
4,3,1,inline,0.0016704467125236988
5,3,1,inline,0.0015912854578346014
6,3,1,inline,0.003743539797142148
7,3,1,inline,0.0014298990136012435
8,3,1,inline,0.00325443921610713
9,3,1,inline,0.001995871542021632
10,3,1,inline,0.007454973179847002
11,3,1,inline,0.0013951763976365328
12,3,1,inline,0.0024024038575589657
13,3,1,inline,0.0037560698110610247
14,3,1,inline,0.0010819981107488275
15,3,1,inline,0.0063417404890060425
16,3,1,inline,0.0015405905432999134
17,3,1,inline,0.006655511446297169
18,3,1,inline,0.006044463720172644
19,3,1,inline,0.0016823488986119628
1,3,2,involatile,0.009562179446220398
2,3,2,involatile,0.0012865230673924088
3,3,2,involatile,0.003019080962985754
4,3,2,involatile,0.0015523264883086085
5,3,2,involatile,0.0015329557936638594
6,3,2,involatile,0.0025229905731976032
7,3,2,involatile,0.003403883893042803
8,3,2,involatile,0.0039854333736002445
9,3,2,involatile,0.003436058759689331
10,3,2,involatile,0.0016911044949665666
11,3,2,involatile,0.0037715754006057978
12,3,2,involatile,0.002917914418503642
13,3,2,involatile,0.0027711123693734407
14,3,2,involatile,0.00265408493578434
15,3,2,involatile,0.004659770987927914
16,3,2,involatile,0.00193163868971169
17,3,2,involatile,0.002153396140784025
18,3,2,involatile,0.001910074264742434
19,3,2,involatile,0.00566930091008544
1,3,2,volatile,0.006802635733038187
2,3,2,volatile,0.012423346750438213
3,3,2,volatile,0.010233404114842415
4,3,2,volatile,0.007301264442503452
5,3,2,volatile,0.009132161736488342
6,3,2,volatile,0.008738557808101177
7,3,2,volatile,0.012748346664011478
8,3,2,volatile,0.004063450265675783
9,3,2,volatile,0.01072103064507246
10,3,2,volatile,0.009184048511087894
11,3,2,volatile,0.008198626339435577
12,3,2,volatile,0.009884714148938656
13,3,2,volatile,0.01649237424135208
14,3,2,volatile,0.02410060726106167
15,3,2,volatile,0.011553135700523853
16,3,2,volatile,0.010567055083811283
17,3,2,volatile,0.007106661330908537
18,3,2,volatile,0.00792413018643856
19,3,2,volatile,0.01853504218161106
1,3,2,inline,0.0025757732801139355
2,3,2,inline,0.0033406501170247793
3,3,2,inline,0.0023641351144760847
4,3,2,inline,0.0038341376930475235
5,3,2,inline,0.002008053008466959
6,3,2,inline,0.009597592055797577
7,3,2,inline,0.0028210137970745564
8,3,2,inline,0.0029512238688766956
9,3,2,inline,0.009489675983786583
10,3,2,inline,0.0017516250954940915
11,3,2,inline,0.007679952308535576
12,3,2,inline,0.0015936020063236356
13,3,2,inline,0.003201839979737997
14,3,2,inline,0.0018961020978167653
15,3,2,inline,0.0032208184711635113
16,3,2,inline,0.0017919803503900766
17,3,2,inline,0.0018173290882259607
18,3,2,inline,0.0031209918670356274
19,3,2,inline,0.004339415580034256
1,3,3,involatile,0.0022134711034595966
2,3,3,involatile,0.004029547795653343
3,3,3,involatile,0.0012429059715941548
4,3,3,involatile,0.004198901355266571
5,3,3,involatile,0.004822880029678345
6,3,3,involatile,0.002042385982349515
7,3,3,involatile,0.0020922524854540825
8,3,3,involatile,0.0012251727748662233
9,3,3,involatile,0.0018508327193558216
10,3,3,involatile,0.0038999891839921474
11,3,3,involatile,0.003762059612199664
12,3,3,involatile,0.005851868074387312
13,3,3,involatile,0.0028186931740492582
14,3,3,involatile,0.0034712525084614754
15,3,3,involatile,0.0019069479312747717
16,3,3,involatile,0.0020911770407110453
17,3,3,involatile,0.0029711448587477207
18,3,3,involatile,0.0034533552825450897
19,3,3,involatile,0.0019705581944435835
1,3,3,volatile,0.012636791914701462
2,3,3,volatile,0.013524816371500492
3,3,3,volatile,0.006902854889631271
4,3,3,volatile,0.01430288702249527
5,3,3,volatile,0.007453737314790487
6,3,3,volatile,0.0056050848215818405
7,3,3,volatile,0.009322465397417545
8,3,3,volatile,0.009364948607981205
9,3,3,volatile,0.01137705147266388
10,3,3,volatile,0.012147346511483192
11,3,3,volatile,0.024120895192027092
12,3,3,volatile,0.016220388934016228
13,3,3,volatile,0.017340589314699173
14,3,3,volatile,0.004840030334889889
15,3,3,volatile,0.011943667195737362
16,3,3,volatile,0.011533532291650772
17,3,3,volatile,0.00413398165255785
18,3,3,volatile,0.01138988696038723
19,3,3,volatile,0.005281887948513031
1,3,3,inline,0.004268101882189512
2,3,3,inline,0.0019484104122966528
3,3,3,inline,0.0019836509600281715
4,3,3,inline,0.006643849890679121
5,3,3,inline,0.004987427499145269
6,3,3,inline,0.0018293251050636172
7,3,3,inline,0.0032376041635870934
8,3,3,inline,0.0025040435139089823
9,3,3,inline,0.004666690714657307
10,3,3,inline,0.002829772187396884
11,3,3,inline,0.0018209582194685936
12,3,3,inline,0.00596214272081852
13,3,3,inline,0.00588394096121192
14,3,3,inline,0.0017321702325716615
15,3,3,inline,0.0010361430468037724
16,3,3,inline,0.0013885553926229477
17,3,3,inline,0.0019328766502439976
18,3,3,inline,0.0024516829289495945
19,3,3,inline,0.0013348930515348911
1,3,4,involatile,0.0026565170846879482
2,3,4,involatile,0.002855340950191021
3,3,4,involatile,0.002786163706332445
4,3,4,involatile,0.0018230725545436144
5,3,4,involatile,0.0016367401694878936
6,3,4,involatile,0.0017603066517040133
7,3,4,involatile,0.0020332946442067623
8,3,4,involatile,0.001385485869832337
9,3,4,involatile,0.00503509072586894
10,3,4,involatile,0.004008807707577944
11,3,4,involatile,0.0024104518815875053
12,3,4,involatile,0.001990866381675005
13,3,4,involatile,0.003011389635503292
14,3,4,involatile,0.0032018565107136965
15,3,4,involatile,0.00462613208219409
16,3,4,involatile,0.004787189420312643
17,3,4,involatile,0.0023107368033379316
18,3,4,involatile,0.0027304436080157757
19,3,4,involatile,0.002010089112445712
1,3,4,volatile,0.012661093845963478
2,3,4,volatile,0.010539092123508453
3,3,4,volatile,0.014145739376544952
4,3,4,volatile,0.013208654709160328
5,3,4,volatile,0.014605080708861351
6,3,4,volatile,0.017249276861548424
7,3,4,volatile,0.005593442358076572
8,3,4,volatile,0.017297418788075447
9,3,4,volatile,0.031065627932548523
10,3,4,volatile,0.003155096899718046
11,3,4,volatile,0.005137981381267309
12,3,4,volatile,0.02348438650369644
13,3,4,volatile,0.008528633043169975
14,3,4,volatile,0.006056963000446558
15,3,4,volatile,0.019513661041855812
16,3,4,volatile,0.008789240382611752
17,3,4,volatile,0.006598607171326876
18,3,4,volatile,0.016567571088671684
19,3,4,volatile,0.01585199683904648
1,3,4,inline,0.00527463061735034
2,3,4,inline,0.004670845344662666
3,3,4,inline,0.0028249816969037056
4,3,4,inline,0.0024280159268528223
5,3,4,inline,0.005809465888887644
6,3,4,inline,0.0021399680990725756
7,3,4,inline,0.013887387700378895
8,3,4,inline,0.001960441470146179
9,3,4,inline,0.003467496484518051
10,3,4,inline,0.002074226038530469
