run,ar_order,ma_order,volatility_type,loss
11,1,4,volatile,0.023596327751874924
12,1,4,volatile,0.011570330709218979
13,1,4,volatile,0.008580095134675503
14,1,4,volatile,0.0052210683934390545
15,1,4,volatile,0.010690405033528805
16,1,4,volatile,0.01521503645926714
17,1,4,volatile,0.006646893918514252
18,1,4,volatile,0.04071841016411781
19,1,4,volatile,0.013160016387701035
1,2,4,volatile,0.011813598684966564
2,2,4,volatile,0.00975311640650034
3,2,4,volatile,0.03860421106219292
4,2,4,volatile,0.008622704073786736
5,2,4,volatile,0.007473083212971687
6,2,4,volatile,0.006958772428333759
7,2,4,volatile,0.017936095595359802
8,2,4,volatile,0.005438184831291437
9,2,4,volatile,0.010718518868088722
10,2,4,volatile,0.015467149205505848
11,2,4,volatile,0.028944600373506546
12,2,4,volatile,0.02208344079554081
13,2,4,volatile,0.01785740628838539
14,2,4,volatile,0.007909360341727734
15,2,4,volatile,0.010932170785963535
16,2,4,volatile,0.005350048188120127
17,2,4,volatile,0.020187262445688248
18,2,4,volatile,0.01493968814611435
19,2,4,volatile,0.01388552226126194
1,3,4,volatile,0.005512697622179985
2,3,4,volatile,0.0059822299517691135
3,3,4,volatile,0.01898294687271118
4,3,4,volatile,0.007703316397964954
5,3,4,volatile,0.009562949649989605
6,3,4,volatile,0.030906589701771736
7,3,4,volatile,0.009105985052883625
8,3,4,volatile,0.006707248743623495
9,3,4,volatile,0.008800948038697243
10,3,4,volatile,0.017931751906871796
11,3,4,volatile,0.008162179030478
12,3,4,volatile,0.007650223560631275
13,3,4,volatile,0.01209806278347969
14,3,4,volatile,0.00728880288079381
15,3,4,volatile,0.0299754086881876
16,3,4,volatile,0.009950440376996994
17,3,4,volatile,0.007185067981481552
18,3,4,volatile,0.0032094090711325407
19,3,4,volatile,0.01226798351854086
1,4,2,volatile,0.03986556455492973
2,4,2,volatile,0.006962975952774286
3,4,2,volatile,0.029710708186030388
4,4,2,volatile,0.012326866388320923
5,4,2,volatile,0.021309204399585724
6,4,2,volatile,0.010744432918727398
7,4,2,volatile,0.013477706350386143
8,4,2,volatile,0.0076322127133607864
9,4,2,volatile,0.006564939394593239
10,4,2,volatile,0.017353860661387444
11,4,2,volatile,0.013863029889762402
12,4,2,volatile,0.009462863206863403
13,4,2,volatile,0.009301982820034027
14,4,2,volatile,0.00853455625474453
15,4,2,volatile,0.014191978611052036
16,4,2,volatile,0.012841141782701015
17,4,2,volatile,0.01168701983988285
18,4,2,volatile,0.004769433755427599
19,4,2,volatile,0.005427838768810034
1,4,3,volatile,0.014138355851173401
2,4,3,volatile,0.037780579179525375
3,4,3,volatile,0.0037853799294680357
4,4,3,volatile,0.007008553948253393
5,4,3,volatile,0.01328300591558218
6,4,3,volatile,0.016870539635419846
7,4,3,volatile,0.004617414437234402
8,4,3,volatile,0.016995441168546677
9,4,3,volatile,0.014632697217166424
10,4,3,volatile,0.008352257311344147
11,4,3,volatile,0.012776898220181465
12,4,3,volatile,0.010599102824926376
13,4,3,volatile,0.014152190648019314
14,4,3,volatile,0.011697680689394474
15,4,3,volatile,0.03550334647297859
16,4,3,volatile,0.008704526349902153
17,4,3,volatile,0.005697243381291628
18,4,3,volatile,0.008764183148741722
19,4,3,volatile,0.0064158132299780846
1,1,4,volatile,0.02374998852610588
2,1,4,volatile,0.013255361467599869
3,1,4,volatile,0.004744402132928371
4,1,4,volatile,0.0054746363312006
5,1,4,volatile,0.011991669423878193
6,1,4,volatile,0.014703933149576187
7,1,4,volatile,0.016954179853200912
8,1,4,volatile,0.01762520521879196
9,1,4,volatile,0.009885541163384914
10,1,4,volatile,0.01143715064972639
11,1,4,volatile,0.008056252263486385
12,1,4,volatile,0.025988593697547913
13,1,4,volatile,0.008242286741733551
14,1,4,volatile,0.011523651890456676
15,1,4,volatile,0.018297554925084114
16,1,4,volatile,0.0047280252911150455
17,1,4,volatile,0.017949990928173065
18,1,4,volatile,0.005766376852989197
19,1,4,volatile,0.011911175213754177
1,2,4,volatile,0.0065377699211239815
2,2,4,volatile,0.012097488157451153
3,2,4,volatile,0.013047347776591778
4,2,4,volatile,0.033848319202661514
5,2,4,volatile,0.015569591894745827
6,2,4,volatile,0.012822378426790237
7,2,4,volatile,0.015739362686872482
8,2,4,volatile,0.010299446992576122
9,2,4,volatile,0.026259925216436386
10,2,4,volatile,0.005190763156861067
11,2,4,volatile,0.02052716352045536
12,2,4,volatile,0.02773667685687542
13,2,4,volatile,0.011012858711183071
14,2,4,volatile,0.011911028064787388
15,2,4,volatile,0.016499515622854233
16,2,4,volatile,0.01204579696059227
17,2,4,volatile,0.012380952015519142
18,2,4,volatile,0.006435134448111057
19,2,4,volatile,0.014162087813019753
1,3,4,volatile,0.018088649958372116
2,3,4,volatile,0.01505548320710659
3,3,4,volatile,0.006453081499785185
4,3,4,volatile,0.01971847005188465
5,3,4,volatile,0.011808762326836586
6,3,4,volatile,0.01072007603943348
7,3,4,volatile,0.0064942119643092155
8,3,4,volatile,0.01032909657806158
9,3,4,volatile,0.015501301735639572
10,3,4,volatile,0.006483371369540691
11,3,4,volatile,0.016238683834671974
12,3,4,volatile,0.029902121052145958
13,3,4,volatile,0.007903399877250195
14,3,4,volatile,0.005757088307291269
15,3,4,volatile,0.00783438142389059
16,3,4,volatile,0.021749595180153847
17,3,4,volatile,0.026018425822257996
18,3,4,volatile,0.012746808119118214
19,3,4,volatile,0.006418576464056969
1,4,2,volatile,0.014636345207691193
2,4,2,volatile,0.02836877480149269
3,4,2,volatile,0.009437917731702328
4,4,2,volatile,0.010091015137732029
5,4,2,volatile,0.012288393452763557
6,4,2,volatile,0.014016294851899147
7,4,2,volatile,0.018755417317152023
8,4,2,volatile,0.016750667244195938
9,4,2,volatile,0.004208236467093229
10,4,2,volatile,0.010908374562859535
11,4,2,volatile,0.009836080484092236
12,4,2,volatile,0.012463787570595741
13,4,2,volatile,0.006768513470888138
14,4,2,volatile,0.013498331420123577
15,4,2,volatile,0.018404988572001457
16,4,2,volatile,0.00854448787868023
17,4,2,volatile,0.006281280890107155
18,4,2,volatile,0.01278663519769907
19,4,2,volatile,0.018387798219919205
1,4,3,volatile,0.008015178143978119
2,4,3,volatile,0.019181521609425545
3,4,3,volatile,0.005535216070711613
4,4,3,volatile,0.011701628565788269
5,4,3,volatile,0.015351642854511738
6,4,3,volatile,0.004887886345386505
7,4,3,volatile,0.013935851864516735
8,4,3,volatile,0.00976553838700056
9,4,3,volatile,0.012017631903290749
10,4,3,volatile,0.01636376976966858
11,4,3,volatile,0.007285154424607754
12,4,3,volatile,0.037276290357112885
13,4,3,volatile,0.056405503302812576
14,4,3,volatile,0.011561203747987747
15,4,3,volatile,0.015701504424214363
16,4,3,volatile,0.01431636605411768
17,4,3,volatile,0.007579081691801548
18,4,3,volatile,0.009735256433486938
19,4,3,volatile,0.015904193744063377
1,4,1,volatile,0.007570059038698673
2,4,1,volatile,0.004598549101501703
3,4,1,volatile,0.008772579953074455
4,4,1,volatile,0.031740590929985046
5,4,1,volatile,0.02424161322414875
6,4,1,volatile,0.004387727938592434
7,4,1,volatile,0.009436584077775478
8,4,1,volatile,0.013086383230984211
9,4,1,volatile,0.00366962025873363
10,4,1,volatile,0.009333628229796886
11,4,1,volatile,0.008276043459773064
12,4,1,volatile,0.007424765732139349
13,4,1,volatile,0.01122472994029522
14,4,1,volatile,0.006841660942882299
15,4,1,volatile,0.004747457802295685
16,4,1,volatile,0.014432656578719616
17,4,1,volatile,0.015962395817041397
18,4,1,volatile,0.007598652504384518
1,4,4,volatile,0.009248812682926655
2,4,4,volatile,0.006972036324441433
3,4,4,volatile,0.032106563448905945
4,4,4,volatile,0.0032849707640707493
5,4,4,volatile,0.013079285621643066
6,4,4,volatile,0.011384124867618084
7,4,4,volatile,0.00547615485265851
8,4,4,volatile,0.019500136375427246
9,4,4,volatile,0.003143533831462264
10,4,4,volatile,0.005439531058073044
11,4,4,volatile,0.008019600063562393
12,4,4,volatile,0.01430145837366581
13,4,4,volatile,0.00441312650218606
14,4,4,volatile,0.0037153130397200584
15,4,4,volatile,0.006681133061647415
16,4,4,volatile,0.005325864069163799
17,4,4,volatile,0.013936936855316162
18,4,4,volatile,0.0083620585501194
1,3,3,volatile,0.005181937012821436
2,3,3,volatile,0.007729032542556524
3,3,3,volatile,0.008794164285063744
4,3,3,volatile,0.014540962874889374
5,3,3,volatile,0.007953830063343048
6,3,3,volatile,0.014420732855796814
7,3,3,volatile,0.018542852252721786
8,3,3,volatile,0.009305227547883987
9,3,3,volatile,0.00492650642991066
10,3,3,volatile,0.011196394450962543
11,3,3,volatile,0.007350095547735691
12,3,3,volatile,0.006323392037302256
13,3,3,volatile,0.01294217724353075
14,3,3,volatile,0.020042425021529198
15,3,3,volatile,0.00987833272665739
1,3,3,volatile,0.015718087553977966
2,3,3,volatile,0.007672902196645737
3,3,3,volatile,0.00850631296634674
4,3,3,volatile,0.009309333749115467
5,3,3,volatile,0.004345649387687445
6,3,3,volatile,0.018581680953502655
7,3,3,volatile,0.006673878524452448
8,3,3,volatile,0.014469374902546406
9,3,3,volatile,0.004720558412373066
10,3,3,volatile,0.013676866888999939
11,3,3,volatile,0.009136809967458248
12,3,3,volatile,0.017390528693795204
13,3,3,volatile,0.0073898048140108585
14,3,3,volatile,0.026528585702180862
15,3,3,volatile,0.007262786850333214
1,3,3,volatile,0.00440719211474061
2,3,3,volatile,0.006284328177571297
3,3,3,volatile,0.020804917439818382
4,3,3,volatile,0.005046220496296883
5,3,3,volatile,0.006338374689221382
6,3,3,volatile,0.005898493342101574
7,3,3,volatile,0.0061081647872924805
8,3,3,volatile,0.00659766374155879
9,3,3,volatile,0.014910660684108734
10,3,3,volatile,0.0074416897259652615
11,3,3,volatile,0.010930802673101425
12,3,3,volatile,0.0266184713691473
13,3,3,volatile,0.01605023443698883
14,3,3,volatile,0.0073426254093647
15,3,3,volatile,0.026809144765138626
1,4,1,volatile,0.008239669725298882
2,4,1,volatile,0.007067563943564892
3,4,1,volatile,0.007993974722921848
4,4,1,volatile,0.00582822784781456
5,4,1,volatile,0.006219117436558008
1,3,3,low,0.0018986574141308665
2,3,3,low,0.0012811844935640693
3,3,3,low,0.0023121770936995745
4,3,3,low,0.00206270650960505
5,3,3,low,0.0014355028979480267
1,3,4,low,0.0013807446230202913
2,3,4,low,0.0019016395090147853
3,3,4,low,0.0026569084729999304
4,3,4,low,0.0023042280226945877
5,3,4,low,0.001689974102191627
1,4,3,low,0.002305639674887061
2,4,3,low,0.0015906757907941937
3,4,3,low,0.002032628282904625
4,4,3,low,0.003001842414960265
5,4,3,low,0.008914670906960964
1,4,4,low,0.002903130603954196
2,4,4,low,0.0012801155680790544
3,4,4,low,0.0011998445261269808
4,4,4,low,0.0017755575245246291
5,4,4,low,0.0016605190467089415
1,3,3,medium,0.0031676588114351034
2,3,3,medium,0.0013501686044037342
3,3,3,medium,0.0014303422067314386
4,3,3,medium,0.0011282041668891907
5,3,3,medium,0.0023530242033302784
