run,num_encoder_layers,num_decoder_layers,loss,training_time,volatility_type,Open,High,Low,Close,Adj Close,Volume,,,,,,,,,,,
1,0,0,0.001587950042448940,2.01496,involatile,-97.29073826732890,-28.335012019143700,-58.971090270040800,489.3747682601140,-52.25575997806520,2.4732140652446100,,,,,,,,,,,
1,0,2,0.0018745588604360800,2.026423,involatile,-2.5829880712524800,-92.01759940327980,-45.47891909975920,128.0770033690390,-37.19712332853850,0.9971252797335180,,,,,,,,,,,
1,0,3,0.0015727990539744500,2.155044,involatile,62.52634214085340,-91.21767960266740,-50.494210300410100,-81.19390146275110,-47.264342028895000,-0.1990905903148810,,,,,,,,,,,
1,0,4,0.003237298922613260,2.169541,involatile,-63.51954551631130,-73.67899346626620,-89.31535521780500,-45.75151246113970,-53.69097576078640,-0.806194297462207,,,,,,,,,,,
1,2,0,0.07051710784435270,37.078616,involatile,-260.790215429372,129.55865472293600,-80.71865224725550,109.2526754663870,321.15895460406200,9.619889270074960,,,,,,,,,,,
1,2,2,0.02766883373260500,36.746053,involatile,-92.56314931365920,-174.11053266518100,49.85951327721310,-383.80647904258600,-103.45849265001800,-1.9364150667705000,,,,,,,,,,,
1,0,0,0.00119903520680964,1.97259,involatile,169.72517966158600,-62.604653768465500,191.14255340376300,-33.23276623387970,-57.77642463876470,0.10380726564617400,,,,,,,,,,,
1,0,2,0.0013359251897782100,1.976201,involatile,-99.9053098616674,145.98868976078200,-22.65974129418460,-56.90642850337860,-42.38217219832770,-2.1269905677454500,,,,,,,,,,,
1,0,3,0.0017519013490527900,1.979821,involatile,53.8661328854043,-53.36311494201360,-33.248407050204300,-20.744663180585500,11.245730138631600,1.5888377148054100,,,,,,,,,,,
1,0,4,0.001775936922058460,1.893558,involatile,48.52441032844360,-14.986092359004000,-28.452799554838600,15.81583586268790,-46.367332121677800,2.0267380631561500,,,,,,,,,,,
1,2,0,0.05252273380756380,39.982004,involatile,-42.15461251739430,122.35450318075900,92.67313777494270,-60.163008462065800,113.16103310639600,-2.7356885931931200,,,,,,,,,,,
1,2,2,0.019213631749153100,38.796459,involatile,-60.30573657267200,29.12310819272460,43.54952862959110,-126.75025162584500,91.37803379444160,-0.3544104975495430,,,,,,,,,,,
1,2,3,0.14177173376083400,49.122838,involatile,-375.5716145664830,612.9075392129880,59.136447832963700,1153.6696767053900,513.8323575003770,-5.034641098573410,,,,,,,,,,,
1,2,4,0.01597367413342000,41.811425,involatile,213.38306833613300,87.22700218205900,60.07916156863280,117.57082112378400,-226.35865438361800,5.783383107214470,,,,,,,,,,,
1,3,0,0.21625719964504200,68.487725,involatile,851.3312431490720,-640.346101907515,-1279.8827702108800,-751.0972228198010,-880.1299790212550,2.6028599864389400,,,,,,,,,,,
1,3,2,0.016347436234355000,73.559261,involatile,73.02107606211140,-7.712322878931450,63.9456909137396,-96.8754700320289,35.991308565196200,2.0241729686975300,,,,,,,,,,,
1,3,3,0.0286994818598032,59.947343,involatile,70.01288804274660,83.55371015477560,74.66057817993240,-4.6784093587097200,34.589753207845200,2.8904285230410100,,,,,,,,,,,
1,3,4,0.04452308639884000,57.211347,involatile,-51.8871570024854,95.91953797678340,40.589423913532100,37.463489165930700,-205.83358027181300,1.5570579106455600,,,,,,,,,,,
1,4,0,0.027662385255098300,85.158634,involatile,311.80522264750700,301.94917412613300,210.53016954399800,167.25377590468800,91.77477702802640,-1.087079404612810,,,,,,,,,,,
1,4,2,0.0383661650121212,76.726378,involatile,4.483564373933770,11.660983751495200,61.89713747217900,76.72313866796650,45.87090579547400,-2.7591451560274400,,,,,,,,,,,
1,4,3,0.05473508685827260,76.575699,involatile,66.48982698400560,12.424319985093500,57.241638588125000,199.32118301795300,33.98735617956940,-3.2197219885567400,,,,,,,,,,,
1,4,4,0.020671889185905500,76.755412,involatile,59.87277531637480,-872.6595123133380,-641.2547646537640,49.58264776464490,-346.02605333158300,-19.085883256460900,,,,,,,,,,,
2,0,0,0.001562125631608070,2.003648,involatile,-101.13407905088400,-83.02675089616710,12.683384677533500,-71.00369943961490,-46.37370269661520,1.6833932852860000,,,,,,,,,,,
2,0,2,0.0017240302404388800,2.158931,involatile,-69.48201530104420,2.7241158067416100,32.12865327261210,-102.61777503937200,-64.22514376552610,2.9161160170318900,,,,,,,,,,,
2,0,3,0.0020283840131014600,2.019562,involatile,173.42587892058800,381.46405203250500,8.449138845222480,-67.69393193917930,-28.459798721004300,-1.362016885399860,,,,,,,,,,,
2,0,4,0.0026432021986693100,2.309732,involatile,329.69879308436200,-39.493086855980100,-107.78358130481000,-117.30980104765500,-98.77288018977020,0.08830888369120660,,,,,,,,,,,
2,2,0,0.02927173115313050,40.053115,involatile,51.78866428960320,273.97000585506600,-73.47518341139770,264.4695693682140,26.658602946361100,-3.8888244478177500,,,,,,,,,,,
2,2,2,0.026312487199902500,37.966529,involatile,-69.78416624377100,-30.87922346269210,-25.91095980989010,-54.91343341216130,29.89430692767820,-0.8980162902193120,,,,,,,,,,,
2,2,3,0.0420331209897995,40.131668,involatile,39.26630763160900,23.639618607774500,-36.14107179393500,52.575133814983200,30.09341259471800,-1.1351692786422100,,,,,,,,,,,
2,2,4,0.028079500421881700,36.363078,involatile,-58.99490873871220,33.7920637219835,59.31165983935390,65.82169349815120,67.63546932397800,1.4919402190753300,,,,,,,,,,,
2,3,0,0.06620240211486820,55.774643,involatile,-149.2871004766100,-214.95623083176500,-254.4168464955460,-83.25699134165590,51.59665208793380,-18.835067398292800,,,,,,,,,,,
2,3,2,0.028907183557748800,51.915061,involatile,-130.37971740204300,-229.5641273632520,32.31088059090290,40.36878986019980,70.54406738557920,-1.1441818768384100,,,,,,,,,,,
2,3,3,0.07982531189918520,50.719541,involatile,-39.236626676655000,-7.825226526018740,-29.381544529309400,-23.511352096332700,-46.162230420025700,-2.6941827909804500,,,,,,,,,,,
1,3,4,0.06588850170373920,60.521744,involatile,439.17102558923800,-81.16675638955860,244.1089201767110,659.8568634969280,-459.8547919354700,0.17928335479045900,,,,,,,,,,,
2,3,4,0.02897281013429170,57.610441,involatile,246.48920247307100,57.881611770710500,151.52882282056700,509.66898141864600,53.45220921026090,-0.013151532913252600,,,,,,,,,,,
3,3,4,0.10724139958620100,54.030732,involatile,-207.13626292486100,-193.50048119757700,-6.831155565904920,-195.68805431657300,-240.83797648333600,6.859805971057720,,,,,,,,,,,
4,3,4,0.013512403704226000,54.586304,involatile,177.25868610811700,12.278600180888300,64.56256342755110,50.122338971545100,110.30818570359000,-5.489152055687740,,,,,,,,,,,
5,3,4,0.03130028396844860,52.601739,involatile,350.4984939388530,153.77862030139300,42.31870170622790,258.48810883775100,259.02210869670500,-0.5524642917294840,,,,,,,,,,,
1,4,1,0.024934476241469400,77.119958,involatile,-12.49595068958020,30.74865421222310,154.20564047969100,10.084591546450800,-4.662916349113400,1.4284722304250000,,,,,,,,,,,
1,4,2,0.03939293697476390,74.226596,involatile,-87.4255201905351,-75.8475809092719,-39.484910100856200,40.53804053673160,-14.89675794227570,-2.2836816120730900,,,,,,,,,,,
1,4,3,0.05869258940219880,71.542868,involatile,-631.144206009191,-250.68432804609100,-122.33878587180700,-259.32570248471300,-63.644551949961000,-0.4714248047499500,,,,,,,,,,,
1,4,4,0.02148018218576910,78.21594,involatile,-37.83085490304550,35.19742821749930,85.80081305092280,4.109890535852900,43.57972881270070,3.608286316556040,,,,,,,,,,,
2,4,1,0.05395522341132160,75.944347,involatile,5.074124335471420,65.06148431013830,133.79913189816800,169.5355567917230,100.8398871557810,-6.640275104463040,,,,,,,,,,,
2,4,2,0.07366951555013660,72.225884,involatile,32.837476767730700,-19.60060716476440,-11.670787621919800,-3.7512231700464300,-10.57869425820150,-0.4311631725606280,,,,,,,,,,,
2,4,3,0.11510396748781200,76.351585,involatile,68.99594779779620,156.69057597503600,-74.8639973189318,64.52917555667770,76.38950870333390,5.567312987825790,,,,,,,,,,,
2,4,4,0.026317305862903600,73.276784,involatile,204.88973109968800,-6.148759919156870,50.74633205116040,-2.832355420026580,-135.2073749669490,0.4970810124435960,,,,,,,,,,,
3,4,1,0.028652410954237000,72.917455,involatile,-8.679049674345520,38.00893876968000,-43.575333895782400,45.48451433258820,95.58897895202240,-0.46036487327692200,,,,,,,,,,,
3,4,2,0.07134120911359790,69.904662,involatile,59.16703305350840,-395.8853664910740,665.0401032276590,-333.42150585482200,-519.8350344023960,-10.1049833924626,,,,,,,,,,,
3,4,3,0.02917671389877800,66.171372,involatile,-98.48561700614920,56.389766759384700,-56.61457943542080,64.59987189144380,-122.71602016532000,2.5679905438180900,,,,,,,,,,,
3,4,4,0.004490839783102270,77.598385,involatile,-11.610538782211000,60.11546480334980,-61.76620412559210,-60.00944570744430,15.284478419829600,-0.9961706002970460,,,,,,,,,,,
4,4,1,0.03462252393364910,76.022203,involatile,36.08445552455310,64.78596483395700,4.28118556206864,-2.9322175464407300,75.18842092081320,1.4065812538425200,,,,,,,,,,,
4,4,2,0.04071123152971270,78.01604,involatile,-22.413847951543500,-7.700564391253650,78.77844195838040,35.44735398520350,35.63119013413730,1.797908903545250,,,,,,,,,,,
4,4,3,0.026734573766589200,70.137342,involatile,562.907795199821,665.1758088801890,166.91218306311000,-11.413492783715300,88.37877577468210,0.43416990627483800,,,,,,,,,,,
